TGS 2610 (mV);TGS 2602  (mV);TGS 2620 (mV);TGS 2600 (mV);TGS 2611(mV);kelas
1053.5;1548.4;2641.1;2038.4;651.7;1
1048.6;1553.3;2650.9;2048.2;646.8;1
1053.5;1543.5;2631.3;2038.4;651.7;1
1048.6;1548.4;2641.1;2058;646.8;1
1063.3;1558.2;2650.9;2058;651.7;1
1063.3;1548.4;2650.9;2058;651.7;1
1058.4;1563.1;2646;2058;651.7;1
1058.4;1563.1;2636.2;2058;651.7;1
1082.9;1568;2646;2082.5;661.5;1
1068.2;1563.1;2646;2072.7;656.6;1
1068.2;1558.2;2646;2062.9;661.5;1
1068.2;1558.2;2655.8;2058;661.5;1
1063.3;1563.1;2650.9;2072.7;661.5;1
1073.1;1568;2665.6;2067.8;661.5;1
1068.2;1558.2;2650.9;2058;661.5;1
1063.3;1568;2655.8;2077.6;666.4;1
1058.4;1563.1;2660.7;2067.8;666.4;1
1063.3;1563.1;2655.8;2062.9;666.4;1
1068.2;1568;2646;2077.6;666.4;1
1063.3;1563.1;2660.7;2062.9;666.4;1
1068.2;1568;2655.8;2072.7;671.3;1
1073.1;1558.2;2636.2;2058;666.4;1
1058.4;1543.5;2636.2;2072.7;671.3;1
994.7;1474.9;2543.1;2028.6;666.4;1
950.6;1372;2474.5;1974.7;671.3;1
911.4;1259.3;2391.2;1901.2;671.3;1
891.8;1176;2303;1852.2;671.3;1
877.1;1087.8;2249.1;1788.5;671.3;1
857.5;1033.9;2200.1;1729.7;671.3;1
847.7;975.1;2151.1;1695.4;666.4;1
842.8;940.8;2121.7;1666;661.5;1
833;901.6;2102.1;1617;661.5;1
828.1;882;2072.7;1587.6;661.5;1
818.3;862.4;2053.1;1563.1;656.6;1
808.5;837.9;2018.8;1528.8;651.7;1
803.6;828.1;2004.1;1514.1;656.6;1
798.7;813.4;1999.2;1484.7;641.9;1
793.8;803.6;1974.7;1479.8;641.9;1
793.8;798.7;1964.9;1460.2;637;1
788.9;784;1950.2;1445.5;637;1
788.9;784;1940.4;1430.8;632.1;1
788.9;779.1;1940.4;1421;632.1;1
779.1;774.2;1930.6;1411.2;632.1;1
784;774.2;1920.8;1396.5;627.2;1
779.1;764.4;1911;1396.5;622.3;1
779.1;764.4;1925.7;1381.8;617.4;1
774.2;764.4;1896.3;1376.9;617.4;1
774.2;759.5;1896.3;1372;617.4;1
774.2;759.5;1886.5;1362.2;612.5;1
774.2;754.6;1896.3;1357.3;607.6;1
774.2;754.6;1886.5;1347.5;607.6;1
784;754.6;1876.7;1342.6;607.6;1
769.3;749.7;1881.6;1337.7;602.7;1
769.3;749.7;1871.8;1337.7;602.7;1
764.4;744.8;1871.8;1332.8;597.8;1
769.3;744.8;1866.9;1327.9;597.8;1
769.3;744.8;1871.8;1318.1;592.9;1
764.4;739.9;1876.7;1327.9;588;1
769.3;739.9;1866.9;1313.2;588;1
764.4;739.9;1862;1313.2;588;1
764.4;739.9;1862;1313.2;588;1
769.3;739.9;1857.1;1303.4;583.1;1
764.4;739.9;1862;1313.2;583.1;1
764.4;735;1862;1303.4;583.1;1
759.5;739.9;1852.2;1298.5;578.2;1
759.5;735;1857.1;1303.4;573.3;1
754.6;735;1857.1;1298.5;573.3;1
764.4;730.1;1862;1288.7;568.4;1
759.5;730.1;1852.2;1298.5;568.4;1
759.5;730.1;1852.2;1288.7;568.4;1
759.5;730.1;1857.1;1288.7;563.5;1
759.5;735;1857.1;1283.8;563.5;1
759.5;735;1847.3;1288.7;563.5;1
759.5;730.1;1847.3;1283.8;563.5;1
759.5;730.1;1857.1;1283.8;558.6;1
759.5;730.1;1847.3;1293.6;553.7;1
759.5;730.1;1857.1;1278.9;553.7;1
764.4;735;1857.1;1283.8;558.6;1
764.4;730.1;1857.1;1288.7;553.7;1
759.5;735;1852.2;1293.6;553.7;1
759.5;730.1;1852.2;1288.7;553.7;1
759.5;730.1;1862;1283.8;553.7;1
759.5;730.1;1852.2;1283.8;548.8;1
759.5;730.1;1847.3;1283.8;548.8;1
764.4;730.1;1852.2;1278.9;548.8;1
759.5;730.1;1847.3;1288.7;543.9;1
759.5;725.2;1847.3;1283.8;543.9;1
759.5;730.1;1852.2;1283.8;543.9;1
759.5;730.1;1862;1288.7;543.9;1
759.5;725.2;1852.2;1283.8;543.9;1
759.5;725.2;1852.2;1278.9;543.9;1
759.5;725.2;1857.1;1283.8;543.9;1
764.4;720.3;1857.1;1283.8;539;1
764.4;725.2;1862;1283.8;543.9;1
769.3;725.2;1852.2;1283.8;543.9;1
764.4;725.2;1862;1288.7;543.9;1
769.3;725.2;1857.1;1283.8;539;1
769.3;725.2;1866.9;1288.7;539;1
769.3;725.2;1866.9;1283.8;539;1
764.4;725.2;1871.8;1288.7;539;1
769.3;725.2;1876.7;1283.8;539;1
769.3;720.3;1866.9;1283.8;539;1
769.3;725.2;1871.8;1288.7;534.1;1
769.3;720.3;1871.8;1288.7;534.1;1
764.4;720.3;1866.9;1288.7;534.1;1
769.3;725.2;1862;1283.8;534.1;1
769.3;720.3;1857.1;1288.7;534.1;1
769.3;720.3;1866.9;1293.6;534.1;1
764.4;715.4;1862;1288.7;534.1;1
764.4;715.4;1866.9;1283.8;534.1;1
764.4;715.4;1862;1283.8;529.2;1
764.4;710.5;1852.2;1274;529.2;1
764.4;715.4;1857.1;1283.8;539;1
764.4;715.4;1857.1;1278.9;534.1;1
764.4;715.4;1866.9;1278.9;529.2;1
764.4;715.4;1862;1283.8;529.2;1
764.4;715.4;1852.2;1278.9;529.2;1
784;720.3;1857.1;1274;529.2;1
764.4;715.4;1852.2;1274;529.2;1
764.4;720.3;1862;1278.9;529.2;1
764.4;710.5;1857.1;1274;524.3;1
764.4;720.3;1862;1278.9;529.2;1
759.5;715.4;1866.9;1269.1;524.3;1
759.5;720.3;1857.1;1269.1;519.4;1
759.5;710.5;1862;1274;524.3;1
759.5;720.3;1857.1;1274;519.4;1
764.4;710.5;1852.2;1274;519.4;1
759.5;715.4;1862;1269.1;519.4;1
764.4;715.4;1852.2;1274;519.4;1
759.5;715.4;1862;1274;519.4;1
764.4;710.5;1862;1274;519.4;1
764.4;715.4;1852.2;1264.2;519.4;1
759.5;715.4;1862;1264.2;519.4;1
764.4;715.4;1862;1274;524.3;1
764.4;715.4;1852.2;1269.1;519.4;1
764.4;715.4;1862;1264.2;519.4;1
764.4;715.4;1852.2;1274;519.4;1
759.5;715.4;1862;1274;519.4;1
764.4;720.3;1866.9;1274;519.4;1
769.3;715.4;1862;1274;519.4;1
769.3;715.4;1862;1269.1;519.4;1
759.5;715.4;1871.8;1274;514.5;1
764.4;720.3;1866.9;1278.9;519.4;1
764.4;720.3;1866.9;1274;519.4;1
769.3;715.4;1857.1;1274;519.4;1
764.4;715.4;1866.9;1278.9;514.5;1
764.4;720.3;1866.9;1278.9;519.4;1
764.4;720.3;1862;1278.9;519.4;1
764.4;715.4;1871.8;1274;514.5;1
769.3;715.4;1866.9;1274;519.4;1
764.4;715.4;1866.9;1274;514.5;1
764.4;715.4;1857.1;1278.9;514.5;1
764.4;715.4;1857.1;1274;519.4;1
769.3;720.3;1862;1274;519.4;1
764.4;720.3;1866.9;1278.9;514.5;1
764.4;715.4;1866.9;1278.9;519.4;1
769.3;720.3;1871.8;1278.9;514.5;1
769.3;715.4;1866.9;1278.9;514.5;1
764.4;720.3;1862;1283.8;514.5;1
764.4;715.4;1866.9;1278.9;514.5;1
764.4;710.5;1866.9;1278.9;519.4;1
769.3;715.4;1866.9;1274;514.5;1
764.4;715.4;1866.9;1274;514.5;1
774.2;715.4;1866.9;1283.8;514.5;1
764.4;710.5;1866.9;1274;514.5;1
769.3;710.5;1866.9;1278.9;514.5;1
764.4;715.4;1871.8;1278.9;514.5;1
764.4;710.5;1862;1278.9;514.5;1
769.3;710.5;1866.9;1283.8;514.5;1
769.3;710.5;1866.9;1274;514.5;1
769.3;710.5;1857.1;1274;514.5;1
764.4;715.4;1866.9;1274;514.5;1
769.3;715.4;1862;1283.8;514.5;1
769.3;715.4;1871.8;1278.9;519.4;1
769.3;715.4;1857.1;1278.9;524.3;1
774.2;715.4;1857.1;1278.9;519.4;1
769.3;715.4;1866.9;1274;519.4;1
774.2;715.4;1871.8;1274;519.4;1
774.2;715.4;1866.9;1278.9;519.4;1
774.2;725.2;1871.8;1278.9;514.5;1
774.2;725.2;1876.7;1288.7;519.4;1
774.2;725.2;1876.7;1288.7;519.4;1
769.3;720.3;1876.7;1288.7;514.5;1
774.2;725.2;1871.8;1288.7;519.4;1
774.2;725.2;1881.6;1283.8;514.5;1
774.2;720.3;1871.8;1283.8;514.5;1
769.3;720.3;1871.8;1278.9;514.5;1
774.2;720.3;1862;1278.9;519.4;1
769.3;720.3;1881.6;1283.8;514.5;1
774.2;715.4;1866.9;1283.8;514.5;1
769.3;725.2;1871.8;1283.8;519.4;1
774.2;725.2;1871.8;1283.8;514.5;1
774.2;725.2;1871.8;1288.7;519.4;1
769.3;730.1;1881.6;1283.8;514.5;1
774.2;725.2;1881.6;1283.8;519.4;1
774.2;725.2;1871.8;1283.8;519.4;1
774.2;725.2;1876.7;1283.8;519.4;1
774.2;725.2;1871.8;1288.7;519.4;1
774.2;730.1;1876.7;1288.7;519.4;1
774.2;725.2;1876.7;1283.8;519.4;1
779.1;725.2;1876.7;1283.8;519.4;1
769.3;730.1;1876.7;1283.8;524.3;1
774.2;730.1;1881.6;1283.8;519.4;1
774.2;720.3;1881.6;1288.7;519.4;1
774.2;725.2;1876.7;1293.6;514.5;1
798.7;739.9;1911;1298.5;514.5;1
813.4;764.4;1940.4;1303.4;509.6;1
837.9;818.3;2018.8;1323;514.5;1
867.3;877.1;2087.4;1362.2;519.4;1
891.8;940.8;2151.1;1406.3;524.3;1
906.5;999.6;2219.7;1435.7;519.4;1
916.3;1068.2;2258.9;1489.6;524.3;1
926.1;1117.2;2303;1533.7;519.4;1
945.7;1151.5;2352;1572.9;524.3;1
950.6;1195.6;2396.1;1602.3;529.2;1
955.5;1234.8;2405.9;1651.3;524.3;1
975.1;1254.4;2435.3;1680.7;529.2;1
975.1;1288.7;2454.9;1719.9;524.3;1
975.1;1308.3;2464.7;1749.3;529.2;1
984.9;1332.8;2484.3;1764;529.2;1
994.7;1347.5;2513.7;1798.3;539;1
994.7;1362.2;2538.2;1808.1;534.1;1
999.6;1381.8;2543.1;1837.5;539;1
1004.5;1386.7;2562.7;1857.1;543.9;1
1004.5;1396.5;2548;1871.8;539;1
1009.4;1411.2;2557.8;1881.6;543.9;1
1014.3;1416.1;2557.8;1896.3;543.9;1
1014.3;1425.9;2582.3;1906.1;543.9;1
1038.8;1425.9;2592.1;1920.8;553.7;1
1019.2;1435.7;2587.2;1925.7;553.7;1
1024.1;1450.4;2597;1945.3;558.6;1
1019.2;1440.6;2592.1;1950.2;553.7;1
1029;1445.5;2601.9;1960;563.5;1
1033.9;1460.2;2606.8;1955.1;558.6;1
1033.9;1460.2;2621.5;1974.7;563.5;1
1033.9;1450.4;2611.7;1969.8;568.4;1
1038.8;1465.1;2631.3;1974.7;573.3;1
1038.8;1455.3;2631.3;1974.7;573.3;1
1043.7;1465.1;2621.5;1994.3;568.4;1
1038.8;1474.9;2621.5;1989.4;583.1;1
1048.6;1474.9;2631.3;1979.6;578.2;1
1038.8;1474.9;2626.4;2004.1;578.2;1
1043.7;1470;2621.5;2004.1;578.2;1
1053.5;1474.9;2631.3;2013.9;578.2;1
1053.5;1479.8;2646;2009;583.1;1
1053.5;1479.8;2646;2009;583.1;1
1043.7;1479.8;2655.8;2009;588;1
1048.6;1479.8;2650.9;2013.9;592.9;1
1053.5;1489.6;2641.1;2033.5;588;1
1058.4;1489.6;2650.9;2033.5;592.9;1
1048.6;1484.7;2660.7;2018.8;597.8;1
1073.1;1484.7;2646;2033.5;597.8;1
1058.4;1489.6;2641.1;2033.5;592.9;1
1058.4;1489.6;2636.2;2033.5;602.7;1
1053.5;1489.6;2646;2028.6;602.7;1
1053.5;1489.6;2631.3;2028.6;602.7;1
1053.5;1489.6;2646;2023.7;602.7;1
1058.4;1484.7;2641.1;2023.7;622.3;1
1053.5;1484.7;2650.9;2033.5;607.6;1
1053.5;1489.6;2636.2;2038.4;607.6;1
1053.5;1489.6;2646;2038.4;612.5;1
1048.6;1489.6;2650.9;2038.4;612.5;1
1058.4;1494.5;2646;2043.3;617.4;1
1053.5;1494.5;2650.9;2033.5;612.5;1
1073.1;1489.6;2650.9;2033.5;617.4;1
1058.4;1494.5;2650.9;2048.2;617.4;1
1073.1;1489.6;2665.6;2038.4;617.4;1
1068.2;1494.5;2660.7;2043.3;627.2;1
1068.2;1489.6;2650.9;2058;617.4;1
1058.4;1499.4;2665.6;2043.3;622.3;1
1053.5;1499.4;2655.8;2048.2;617.4;1
1058.4;1499.4;2655.8;2058;627.2;1
1063.3;1489.6;2655.8;2058;632.1;1
1068.2;1509.2;2650.9;2048.2;627.2;1
1068.2;1504.3;2670.5;2048.2;632.1;1
1058.4;1494.5;2675.4;2053.1;627.2;1
1068.2;1494.5;2655.8;2048.2;632.1;1
1063.3;1504.3;2665.6;2062.9;632.1;1
1063.3;1504.3;2680.3;2053.1;637;1
1068.2;1494.5;2695;2048.2;637;1
1073.1;1509.2;2685.2;2053.1;637;1
1063.3;1514.1;2675.4;2058;641.9;1
1082.9;1504.3;2685.2;2053.1;641.9;1
1068.2;1504.3;2680.3;2058;632.1;1
1082.9;1509.2;2680.3;2067.8;641.9;1
1063.3;1514.1;2665.6;2048.2;641.9;1
1073.1;1509.2;2670.5;2062.9;641.9;1
1068.2;1514.1;2675.4;2058;637;1
1073.1;1504.3;2670.5;2053.1;646.8;1
1068.2;1519;2685.2;2058;646.8;1
1073.1;1509.2;2680.3;2053.1;646.8;1
1073.1;1519;2685.2;2062.9;646.8;1
1073.1;1519;2670.5;2072.7;646.8;1
1082.9;1523.9;2675.4;2077.6;646.8;1
1068.2;1519;2680.3;2077.6;646.8;1
1078;1519;2699.9;2062.9;651.7;1
1078;1514.1;2690.1;2067.8;646.8;1
1082.9;1514.1;2690.1;2067.8;656.6;1
1078;1528.8;2680.3;2097.2;651.7;1
1082.9;1523.9;2685.2;2067.8;666.4;1
1082.9;1528.8;2704.8;2087.4;651.7;1
1082.9;1528.8;2685.2;2077.6;651.7;1
1082.9;1523.9;2695;2082.5;661.5;1
1078;1538.6;2695;2077.6;656.6;1
1082.9;1523.9;2685.2;2072.7;666.4;1
1082.9;1538.6;2699.9;2087.4;656.6;1
1073.1;1548.4;2690.1;2082.5;661.5;1
1078;1528.8;2675.4;2097.2;661.5;1
1087.8;1538.6;2690.1;2092.3;661.5;1
1087.8;1523.9;2685.2;2077.6;661.5;1
1087.8;1528.8;2690.1;2077.6;671.3;1
1087.8;1538.6;2699.9;2077.6;671.3;1
1078;1528.8;2690.1;2087.4;671.3;1
1082.9;1538.6;2714.6;2082.5;676.2;1
1082.9;1553.3;2690.1;2082.5;676.2;1
1082.9;1533.7;2695;2087.4;676.2;1
1078;1533.7;2685.2;2077.6;671.3;1
1082.9;1533.7;2690.1;2087.4;671.3;1
1087.8;1533.7;2685.2;2077.6;676.2;1
1082.9;1538.6;2690.1;2082.5;676.2;1
1078;1553.3;2685.2;2087.4;676.2;1
1082.9;1543.5;2699.9;2082.5;676.2;1
1073.1;1519;2665.6;2067.8;676.2;1
1014.3;1445.5;2592.1;2048.2;676.2;1
970.2;1347.5;2508.8;1984.5;676.2;1
935.9;1254.4;2430.4;1920.8;681.1;1
916.3;1161.3;2361.8;1862;681.1;1
896.7;1092.7;2293.2;1817.9;676.2;1
882;1038.8;2268.7;1768.9;671.3;1
877.1;989.8;2214.8;1724.8;671.3;1
857.5;955.5;2185.4;1690.5;671.3;1
857.5;926.1;2146.2;1656.2;676.2;1
847.7;906.5;2136.4;1626.8;666.4;1
847.7;886.9;2107;1597.4;661.5;1
837.9;872.2;2087.4;1582.7;666.4;1
833;857.5;2082.5;1553.3;656.6;1
837.9;847.7;2058;1548.4;656.6;1
828.1;833;2038.4;1519;656.6;1
823.2;823.2;2023.7;1499.4;651.7;1
818.3;818.3;2018.8;1489.6;651.7;1
813.4;818.3;1999.2;1484.7;646.8;1
813.4;813.4;2009;1465.1;637;1
813.4;813.4;1989.4;1450.4;637;1
808.5;803.6;1989.4;1450.4;632.1;1
808.5;803.6;1984.5;1435.7;627.2;1
808.5;798.7;1979.6;1435.7;627.2;1
803.6;793.8;1979.6;1425.9;627.2;1
808.5;798.7;1974.7;1425.9;627.2;1
808.5;798.7;1979.6;1416.1;622.3;1
803.6;803.6;1984.5;1406.3;622.3;1
808.5;798.7;1964.9;1401.4;617.4;1
803.6;798.7;1964.9;1401.4;612.5;1
798.7;793.8;1964.9;1396.5;612.5;1
803.6;793.8;1955.1;1391.6;607.6;1
798.7;788.9;1955.1;1386.7;607.6;1
793.8;784;1955.1;1386.7;607.6;1
798.7;788.9;1964.9;1386.7;602.7;1
798.7;784;1945.3;1381.8;602.7;1
793.8;788.9;1950.2;1372;602.7;1
793.8;784;1945.3;1372;597.8;1
798.7;779.1;1945.3;1372;592.9;1
793.8;784;1945.3;1381.8;592.9;1
793.8;784;1940.4;1362.2;592.9;1
798.7;784;1940.4;1372;592.9;1
793.8;784;1945.3;1372;592.9;1
793.8;784;1940.4;1362.2;588;1
793.8;784;1950.2;1362.2;588;1
793.8;784;1935.5;1367.1;583.1;1
793.8;784;1945.3;1367.1;583.1;1
793.8;784;1945.3;1362.2;578.2;1
798.7;779.1;1935.5;1362.2;578.2;1
798.7;779.1;1935.5;1362.2;573.3;1
793.8;774.2;1940.4;1357.3;578.2;1
793.8;769.3;1940.4;1372;573.3;1
793.8;769.3;1955.1;1362.2;573.3;1
798.7;769.3;1940.4;1362.2;568.4;1
793.8;774.2;1935.5;1362.2;568.4;1
793.8;774.2;1930.6;1347.5;568.4;1
793.8;779.1;1935.5;1347.5;563.5;1
788.9;774.2;1940.4;1347.5;568.4;1
793.8;774.2;1930.6;1352.4;563.5;1
793.8;779.1;1930.6;1362.2;563.5;1
788.9;769.3;1935.5;1347.5;563.5;1
793.8;774.2;1935.5;1347.5;563.5;1
788.9;774.2;1930.6;1347.5;563.5;1
793.8;774.2;1925.7;1347.5;563.5;1
788.9;774.2;1930.6;1347.5;553.7;1
793.8;779.1;1935.5;1342.6;558.6;1
793.8;774.2;1935.5;1347.5;553.7;1
793.8;779.1;1925.7;1347.5;558.6;1
793.8;774.2;1935.5;1352.4;553.7;1
793.8;784;1945.3;1347.5;558.6;1
793.8;774.2;1930.6;1337.7;553.7;1
798.7;779.1;1945.3;1347.5;553.7;1
793.8;779.1;1935.5;1352.4;553.7;1
793.8;774.2;1950.2;1342.6;553.7;1
793.8;779.1;1945.3;1352.4;553.7;1
793.8;779.1;1945.3;1347.5;553.7;1
793.8;779.1;1940.4;1352.4;553.7;1
793.8;779.1;1935.5;1347.5;553.7;1
793.8;779.1;1935.5;1347.5;553.7;1
813.4;779.1;1945.3;1352.4;553.7;1
793.8;779.1;1935.5;1347.5;553.7;1
793.8;779.1;1940.4;1347.5;548.8;1
793.8;779.1;1940.4;1352.4;553.7;1
798.7;774.2;1940.4;1352.4;548.8;1
793.8;784;1955.1;1347.5;548.8;1
798.7;774.2;1935.5;1357.3;548.8;1
798.7;774.2;1940.4;1347.5;548.8;1
793.8;774.2;1950.2;1342.6;543.9;1
793.8;774.2;1945.3;1347.5;548.8;1
798.7;779.1;1945.3;1357.3;543.9;1
798.7;784;1935.5;1347.5;543.9;1
793.8;774.2;1950.2;1347.5;543.9;1
793.8;774.2;1935.5;1347.5;543.9;1
793.8;774.2;1930.6;1357.3;543.9;1
793.8;769.3;1940.4;1347.5;539;1
798.7;774.2;1935.5;1352.4;543.9;1
798.7;774.2;1945.3;1342.6;543.9;1
813.4;779.1;1940.4;1347.5;543.9;1
793.8;784;1940.4;1352.4;539;1
798.7;784;1940.4;1347.5;548.8;1
798.7;788.9;1945.3;1347.5;543.9;1
788.9;779.1;1940.4;1347.5;534.1;1
798.7;788.9;1945.3;1357.3;539;1
793.8;779.1;1955.1;1347.5;534.1;1
788.9;784;1940.4;1352.4;539;1
788.9;779.1;1940.4;1347.5;534.1;1
788.9;784;1950.2;1357.3;539;1
793.8;779.1;1930.6;1342.6;534.1;1
793.8;779.1;1940.4;1352.4;534.1;1
793.8;779.1;1935.5;1347.5;534.1;1
793.8;784;1935.5;1347.5;534.1;1
793.8;784;1950.2;1352.4;534.1;1
788.9;788.9;1935.5;1347.5;534.1;1
788.9;788.9;1940.4;1347.5;529.2;1
788.9;793.8;1925.7;1347.5;534.1;1
788.9;788.9;1930.6;1342.6;529.2;1
793.8;793.8;1940.4;1352.4;534.1;1
793.8;793.8;1945.3;1352.4;534.1;1
788.9;793.8;1935.5;1347.5;529.2;1
798.7;798.7;1935.5;1352.4;529.2;1
793.8;798.7;1935.5;1342.6;529.2;1
788.9;798.7;1940.4;1347.5;529.2;1
793.8;803.6;1945.3;1347.5;529.2;1
788.9;813.4;1935.5;1347.5;534.1;1
793.8;803.6;1945.3;1352.4;529.2;1
788.9;803.6;1955.1;1352.4;529.2;1
803.6;803.6;1935.5;1352.4;529.2;1
793.8;803.6;1935.5;1347.5;529.2;1
788.9;803.6;1935.5;1347.5;529.2;1
793.8;803.6;1930.6;1342.6;529.2;1
788.9;808.5;1930.6;1342.6;529.2;1
788.9;813.4;1925.7;1337.7;529.2;1
788.9;808.5;1925.7;1332.8;529.2;1
784;808.5;1925.7;1342.6;529.2;1
788.9;808.5;1930.6;1337.7;529.2;1
798.7;813.4;1925.7;1332.8;529.2;1
784;808.5;1920.8;1347.5;524.3;1
788.9;808.5;1920.8;1337.7;529.2;1
788.9;823.2;1930.6;1332.8;524.3;1
784;818.3;1935.5;1332.8;524.3;1
788.9;813.4;1920.8;1332.8;524.3;1
784;818.3;1930.6;1337.7;524.3;1
784;813.4;1920.8;1332.8;524.3;1
788.9;813.4;1925.7;1327.9;524.3;1
784;818.3;1925.7;1332.8;524.3;1
788.9;813.4;1925.7;1327.9;524.3;1
784;813.4;1930.6;1327.9;524.3;1
788.9;813.4;1920.8;1337.7;524.3;1
784;808.5;1925.7;1327.9;524.3;1
784;808.5;1920.8;1327.9;524.3;1
788.9;803.6;1925.7;1332.8;524.3;1
784;813.4;1920.8;1323;529.2;1
788.9;798.7;1920.8;1327.9;524.3;1
784;803.6;1920.8;1327.9;524.3;1
784;798.7;1925.7;1323;524.3;1
803.6;803.6;1925.7;1332.8;529.2;1
784;798.7;1911;1327.9;524.3;1
788.9;803.6;1930.6;1323;529.2;1
788.9;803.6;1920.8;1323;524.3;1
788.9;798.7;1925.7;1327.9;524.3;1
788.9;803.6;1935.5;1323;524.3;1
788.9;798.7;1930.6;1327.9;524.3;1
788.9;798.7;1930.6;1323;524.3;1
788.9;798.7;1930.6;1323;524.3;1
788.9;798.7;1925.7;1323;524.3;1
788.9;798.7;1925.7;1323;529.2;1
793.8;793.8;1915.9;1327.9;524.3;1
788.9;803.6;1940.4;1323;524.3;1
788.9;803.6;1930.6;1327.9;524.3;1
793.8;798.7;1940.4;1323;524.3;1
788.9;803.6;1925.7;1327.9;524.3;1
788.9;803.6;1920.8;1323;524.3;1
788.9;803.6;1925.7;1323;524.3;1
784;808.5;1920.8;1323;524.3;1
788.9;808.5;1920.8;1327.9;519.4;1
788.9;803.6;1940.4;1332.8;524.3;1
788.9;803.6;1925.7;1323;524.3;1
784;803.6;1925.7;1327.9;524.3;1
788.9;803.6;1930.6;1323;524.3;1
784;808.5;1930.6;1323;519.4;1
788.9;803.6;1930.6;1318.1;529.2;1
788.9;803.6;1915.9;1323;524.3;1
793.8;793.8;1940.4;1332.8;524.3;1
803.6;813.4;1960;1337.7;524.3;1
837.9;847.7;2004.1;1347.5;519.4;1
852.6;886.9;2053.1;1372;524.3;1
877.1;940.8;2136.4;1401.4;529.2;1
901.6;999.6;2195.2;1445.5;529.2;1
921.2;1053.5;2244.2;1479.8;529.2;1
940.8;1097.6;2298.1;1528.8;529.2;1
945.7;1141.7;2356.9;1572.9;529.2;1
950.6;1185.8;2381.4;1612.1;534.1;1
965.3;1220.1;2425.5;1646.4;529.2;1
980;1249.5;2450;1695.4;534.1;1
984.9;1274;2474.5;1715;534.1;1
999.6;1303.4;2499;1764;539;1
1004.5;1327.9;2523.5;1788.5;543.9;1
1004.5;1337.7;2552.9;1813;543.9;1
1009.4;1362.2;2562.7;1842.4;543.9;1
1019.2;1372;2562.7;1866.9;548.8;1
1019.2;1386.7;2597;1891.4;548.8;1
1019.2;1406.3;2587.2;1886.5;543.9;1
1029;1411.2;2601.9;1915.9;548.8;1
1024.1;1421;2592.1;1920.8;548.8;1
1029;1416.1;2601.9;1915.9;568.4;1
1038.8;1430.8;2631.3;1940.4;558.6;1
1029;1440.6;2616.6;1955.1;553.7;1
1038.8;1450.4;2641.1;1950.2;558.6;1
1048.6;1460.2;2646;1979.6;563.5;1
1043.7;1455.3;2655.8;1969.8;563.5;1
1043.7;1460.2;2646;1994.3;558.6;1
1048.6;1474.9;2665.6;1989.4;568.4;1
1043.7;1470;2655.8;1999.2;568.4;1
1053.5;1474.9;2665.6;1999.2;568.4;1
1053.5;1479.8;2655.8;2013.9;573.3;1
1058.4;1474.9;2675.4;2013.9;573.3;1
1048.6;1479.8;2685.2;2023.7;578.2;1
1058.4;1489.6;2665.6;2028.6;578.2;1
1048.6;1484.7;2670.5;2033.5;578.2;1
1048.6;1484.7;2670.5;2028.6;578.2;1
1058.4;1489.6;2695;2033.5;578.2;1
1058.4;1489.6;2680.3;2038.4;588;1
1068.2;1494.5;2675.4;2048.2;583.1;1
1058.4;1499.4;2675.4;2043.3;583.1;1
1068.2;1489.6;2704.8;2043.3;588;1
1063.3;1499.4;2685.2;2058;592.9;1
1068.2;1499.4;2675.4;2058;597.8;1
1058.4;1504.3;2680.3;2058;592.9;1
1073.1;1509.2;2695;2067.8;602.7;1
1058.4;1499.4;2695;2053.1;597.8;1
1068.2;1509.2;2699.9;2067.8;602.7;1
1073.1;1504.3;2685.2;2087.4;602.7;1
1068.2;1519;2695;2072.7;602.7;1
1068.2;1523.9;2695;2067.8;612.5;1
1073.1;1514.1;2690.1;2072.7;602.7;1
1073.1;1519;2704.8;2067.8;612.5;1
1078;1519;2685.2;2077.6;607.6;1
1068.2;1514.1;2699.9;2077.6;612.5;1
1063.3;1509.2;2695;2058;617.4;1
1068.2;1509.2;2690.1;2067.8;617.4;1
1073.1;1514.1;2690.1;2067.8;617.4;1
1063.3;1509.2;2685.2;2062.9;617.4;1
1068.2;1514.1;2704.8;2062.9;617.4;1
1078;1504.3;2690.1;2058;627.2;1
1073.1;1519;2685.2;2062.9;622.3;1
1073.1;1514.1;2690.1;2067.8;627.2;1
1073.1;1499.4;2685.2;2062.9;627.2;1
1078;1504.3;2709.7;2067.8;632.1;1
1073.1;1514.1;2680.3;2067.8;632.1;1
1073.1;1504.3;2680.3;2067.8;627.2;1
1073.1;1509.2;2685.2;2058;637;1
1068.2;1509.2;2690.1;2062.9;632.1;1
1078;1504.3;2690.1;2062.9;637;1
1068.2;1514.1;2699.9;2062.9;637;1
1073.1;1514.1;2685.2;2062.9;637;1
1078;1514.1;2690.1;2072.7;637;1
1102.5;1514.1;2690.1;2067.8;641.9;1
1078;1514.1;2709.7;2072.7;641.9;1
1073.1;1523.9;2690.1;2077.6;641.9;1
1078;1523.9;2690.1;2077.6;641.9;1
1078;1533.7;2709.7;2072.7;641.9;1
1073.1;1528.8;2695;2097.2;646.8;1
1082.9;1523.9;2695;2077.6;646.8;1
1078;1528.8;2699.9;2087.4;641.9;1
1087.8;1538.6;2704.8;2087.4;656.6;1
1078;1538.6;2709.7;2087.4;656.6;1
