TGS 2610 (mV);TGS 2602  (mV);TGS 2620 (mV);TGS 2600 (mV);TGS 2611(mV);kelas
695.8;470.4;1548.4;999.6;377.3;-1
695.8;475.3;1548.4;1004.5;372.4;-1
695.8;470.4;1548.4;999.6;377.3;-1
695.8;470.4;1548.4;1004.5;372.4;-1
695.8;475.3;1553.3;994.7;377.3;-1
705.6;475.3;1548.4;994.7;377.3;-1
700.7;470.4;1553.3;999.6;377.3;-1
695.8;470.4;1558.2;994.7;377.3;-1
695.8;470.4;1543.5;1004.5;377.3;-1
695.8;475.3;1543.5;994.7;372.4;-1
695.8;470.4;1548.4;994.7;377.3;-1
695.8;475.3;1548.4;999.6;377.3;-1
690.9;475.3;1543.5;999.6;372.4;-1
695.8;470.4;1548.4;994.7;372.4;-1
695.8;470.4;1543.5;1004.5;372.4;-1
695.8;475.3;1553.3;994.7;377.3;-1
690.9;475.3;1548.4;994.7;377.3;-1
695.8;475.3;1558.2;999.6;372.4;-1
690.9;475.3;1543.5;994.7;372.4;-1
690.9;475.3;1548.4;999.6;372.4;-1
695.8;475.3;1548.4;999.6;377.3;-1
695.8;475.3;1548.4;994.7;372.4;-1
695.8;475.3;1543.5;1004.5;372.4;-1
695.8;475.3;1553.3;994.7;372.4;-1
690.9;475.3;1553.3;999.6;372.4;-1
700.7;470.4;1553.3;994.7;372.4;-1
695.8;475.3;1553.3;999.6;372.4;-1
695.8;475.3;1548.4;999.6;377.3;-1
695.8;475.3;1558.2;1009.4;372.4;-1
695.8;475.3;1558.2;1004.5;372.4;-1
695.8;475.3;1553.3;999.6;372.4;-1
695.8;475.3;1553.3;1004.5;372.4;-1
695.8;475.3;1558.2;999.6;372.4;-1
700.7;475.3;1548.4;999.6;382.2;-1
690.9;475.3;1558.2;1004.5;372.4;-1
695.8;475.3;1558.2;999.6;372.4;-1
695.8;475.3;1548.4;999.6;372.4;-1
695.8;475.3;1553.3;1004.5;372.4;-1
695.8;475.3;1553.3;999.6;377.3;-1
695.8;475.3;1548.4;1004.5;377.3;-1
695.8;475.3;1563.1;999.6;372.4;-1
695.8;475.3;1553.3;999.6;372.4;-1
695.8;475.3;1558.2;1004.5;372.4;-1
695.8;470.4;1553.3;1004.5;372.4;-1
695.8;475.3;1548.4;1009.4;372.4;-1
695.8;475.3;1553.3;1004.5;377.3;-1
695.8;475.3;1548.4;1004.5;372.4;-1
695.8;475.3;1558.2;999.6;372.4;-1
695.8;475.3;1553.3;1004.5;372.4;-1
695.8;475.3;1558.2;1004.5;372.4;-1
695.8;475.3;1558.2;999.6;377.3;-1
695.8;480.2;1553.3;1004.5;372.4;-1
695.8;480.2;1558.2;999.6;372.4;-1
695.8;475.3;1553.3;999.6;372.4;-1
695.8;475.3;1558.2;994.7;372.4;-1
695.8;475.3;1558.2;994.7;372.4;-1
695.8;475.3;1553.3;999.6;372.4;-1
695.8;475.3;1548.4;1004.5;372.4;-1
700.7;475.3;1553.3;999.6;372.4;-1
695.8;475.3;1548.4;999.6;372.4;-1
695.8;475.3;1553.3;1004.5;372.4;-1
690.9;475.3;1548.4;1004.5;372.4;-1
695.8;475.3;1553.3;999.6;372.4;-1
695.8;475.3;1548.4;999.6;372.4;-1
695.8;475.3;1553.3;1004.5;372.4;-1
695.8;475.3;1558.2;1004.5;372.4;-1
715.4;475.3;1548.4;1004.5;372.4;-1
695.8;475.3;1553.3;1004.5;372.4;-1
700.7;475.3;1553.3;1009.4;372.4;-1
700.7;480.2;1568;1009.4;372.4;-1
695.8;475.3;1558.2;1009.4;372.4;-1
700.7;480.2;1558.2;1009.4;372.4;-1
700.7;480.2;1568;1019.2;377.3;-1
705.6;480.2;1558.2;1004.5;377.3;-1
720.3;485.1;1563.1;1009.4;372.4;-1
720.3;494.9;1572.9;1014.3;377.3;-1
730.1;499.8;1582.7;1014.3;377.3;-1
730.1;509.6;1597.4;1014.3;377.3;-1
739.9;514.5;1602.3;1024.1;377.3;-1
739.9;529.2;1621.9;1019.2;382.2;-1
744.8;534.1;1621.9;1029;382.2;-1
754.6;543.9;1631.7;1029;387.1;-1
754.6;548.8;1656.2;1033.9;387.1;-1
759.5;558.6;1656.2;1043.7;382.2;-1
764.4;563.5;1670.9;1043.7;387.1;-1
769.3;573.3;1675.8;1048.6;387.1;-1
774.2;578.2;1685.6;1053.5;387.1;-1
769.3;583.1;1680.7;1058.4;387.1;-1
774.2;588;1695.4;1058.4;392;-1
779.1;592.9;1705.2;1063.3;396.9;-1
779.1;597.8;1705.2;1073.1;392;-1
779.1;602.7;1719.9;1073.1;396.9;-1
784;607.6;1724.8;1078;401.8;-1
784;612.5;1729.7;1078;401.8;-1
788.9;612.5;1734.6;1082.9;401.8;-1
793.8;617.4;1729.7;1092.7;401.8;-1
788.9;617.4;1729.7;1092.7;401.8;-1
793.8;622.3;1734.6;1097.6;406.7;-1
793.8;622.3;1744.4;1092.7;411.6;-1
793.8;627.2;1744.4;1102.5;406.7;-1
803.6;627.2;1744.4;1102.5;406.7;-1
798.7;627.2;1754.2;1107.4;411.6;-1
803.6;632.1;1749.3;1107.4;411.6;-1
798.7;632.1;1754.2;1117.2;411.6;-1
798.7;637;1759.1;1112.3;416.5;-1
803.6;637;1768.9;1122.1;416.5;-1
803.6;637;1759.1;1122.1;411.6;-1
813.4;646.8;1773.8;1117.2;416.5;-1
803.6;641.9;1768.9;1122.1;421.4;-1
808.5;641.9;1773.8;1127;416.5;-1
808.5;641.9;1773.8;1131.9;426.3;-1
808.5;641.9;1773.8;1136.8;421.4;-1
813.4;641.9;1773.8;1131.9;421.4;-1
813.4;646.8;1773.8;1136.8;426.3;-1
813.4;651.7;1788.5;1141.7;426.3;-1
813.4;651.7;1783.6;1141.7;426.3;-1
813.4;651.7;1793.4;1136.8;426.3;-1
813.4;656.6;1788.5;1136.8;426.3;-1
818.3;651.7;1778.7;1136.8;431.2;-1
818.3;666.4;1783.6;1141.7;431.2;-1
813.4;656.6;1788.5;1151.5;436.1;-1
818.3;656.6;1788.5;1146.6;441;-1
818.3;656.6;1788.5;1146.6;436.1;-1
813.4;656.6;1788.5;1161.3;436.1;-1
818.3;656.6;1783.6;1151.5;450.8;-1
818.3;661.5;1793.4;1151.5;441;-1
837.9;661.5;1793.4;1151.5;441;-1
823.2;661.5;1783.6;1156.4;436.1;-1
823.2;661.5;1788.5;1156.4;445.9;-1
823.2;661.5;1798.3;1151.5;441;-1
823.2;666.4;1793.4;1156.4;441;-1
823.2;666.4;1803.2;1156.4;445.9;-1
828.1;661.5;1798.3;1156.4;445.9;-1
823.2;666.4;1793.4;1161.3;445.9;-1
828.1;666.4;1803.2;1156.4;450.8;-1
828.1;671.3;1803.2;1166.2;450.8;-1
828.1;671.3;1808.1;1161.3;450.8;-1
828.1;671.3;1798.3;1166.2;450.8;-1
828.1;676.2;1803.2;1161.3;450.8;-1
828.1;676.2;1798.3;1171.1;450.8;-1
833;676.2;1808.1;1171.1;450.8;-1
828.1;676.2;1798.3;1161.3;455.7;-1
828.1;671.3;1808.1;1166.2;455.7;-1
833;676.2;1808.1;1161.3;455.7;-1
833;681.1;1803.2;1171.1;455.7;-1
828.1;681.1;1808.1;1166.2;455.7;-1
833;676.2;1808.1;1166.2;460.6;-1
828.1;681.1;1803.2;1171.1;455.7;-1
833;676.2;1808.1;1171.1;455.7;-1
833;681.1;1813;1171.1;455.7;-1
833;686;1803.2;1176;455.7;-1
837.9;676.2;1822.8;1171.1;460.6;-1
833;681.1;1803.2;1176;460.6;-1
833;681.1;1808.1;1171.1;465.5;-1
837.9;681.1;1808.1;1180.9;465.5;-1
833;681.1;1808.1;1180.9;460.6;-1
833;686;1803.2;1171.1;465.5;-1
833;681.1;1813;1171.1;465.5;-1
833;681.1;1803.2;1171.1;465.5;-1
833;681.1;1808.1;1176;465.5;-1
837.9;681.1;1808.1;1176;460.6;-1
837.9;681.1;1798.3;1176;465.5;-1
837.9;686;1803.2;1180.9;465.5;-1
833;686;1803.2;1171.1;465.5;-1
833;686;1803.2;1176;470.4;-1
837.9;686;1803.2;1176;470.4;-1
837.9;686;1798.3;1180.9;475.3;-1
837.9;686;1803.2;1180.9;470.4;-1
837.9;695.8;1803.2;1176;475.3;-1
833;686;1803.2;1176;470.4;-1
833;686;1798.3;1176;475.3;-1
837.9;686;1808.1;1176;475.3;-1
837.9;690.9;1803.2;1176;475.3;-1
837.9;690.9;1798.3;1171.1;475.3;-1
842.8;690.9;1798.3;1176;475.3;-1
833;695.8;1793.4;1176;475.3;-1
833;686;1808.1;1171.1;480.2;-1
833;690.9;1803.2;1176;480.2;-1
837.9;690.9;1798.3;1176;475.3;-1
837.9;690.9;1793.4;1171.1;475.3;-1
837.9;690.9;1793.4;1171.1;475.3;-1
842.8;686;1793.4;1171.1;475.3;-1
837.9;686;1798.3;1176;480.2;-1
837.9;690.9;1803.2;1171.1;480.2;-1
837.9;690.9;1793.4;1176;480.2;-1
837.9;686;1798.3;1176;480.2;-1
842.8;690.9;1798.3;1176;480.2;-1
837.9;690.9;1803.2;1180.9;480.2;-1
837.9;695.8;1798.3;1176;480.2;-1
833;690.9;1793.4;1180.9;480.2;-1
823.2;676.2;1783.6;1166.2;480.2;-1
808.5;651.7;1778.7;1161.3;480.2;-1
798.7;632.1;1744.4;1156.4;480.2;-1
784;607.6;1729.7;1156.4;475.3;-1
779.1;592.9;1710.1;1141.7;480.2;-1
769.3;583.1;1690.5;1131.9;475.3;-1
759.5;568.4;1675.8;1122.1;475.3;-1
759.5;553.7;1661.1;1117.2;475.3;-1
754.6;548.8;1646.4;1102.5;470.4;-1
749.7;548.8;1631.7;1097.6;465.5;-1
744.8;534.1;1626.8;1092.7;465.5;-1
744.8;529.2;1626.8;1087.8;465.5;-1
744.8;524.3;1612.1;1078;465.5;-1
735;519.4;1607.2;1068.2;460.6;-1
730.1;519.4;1602.3;1068.2;460.6;-1
730.1;514.5;1592.5;1068.2;455.7;-1
730.1;509.6;1587.6;1058.4;455.7;-1
720.3;504.7;1592.5;1053.5;450.8;-1
725.2;504.7;1582.7;1048.6;450.8;-1
720.3;499.8;1577.8;1038.8;450.8;-1
720.3;499.8;1577.8;1043.7;445.9;-1
720.3;499.8;1563.1;1043.7;445.9;-1
715.4;494.9;1563.1;1043.7;441;-1
715.4;494.9;1568;1029;441;-1
715.4;494.9;1563.1;1029;441;-1
715.4;494.9;1558.2;1024.1;436.1;-1
715.4;490;1558.2;1024.1;436.1;-1
715.4;490;1558.2;1019.2;436.1;-1
710.5;485.1;1558.2;1019.2;431.2;-1
710.5;485.1;1553.3;1019.2;431.2;-1
710.5;485.1;1553.3;1014.3;426.3;-1
705.6;485.1;1553.3;1014.3;426.3;-1
705.6;485.1;1553.3;1014.3;426.3;-1
710.5;485.1;1553.3;1014.3;421.4;-1
710.5;480.2;1553.3;1014.3;421.4;-1
705.6;480.2;1548.4;1009.4;421.4;-1
705.6;485.1;1548.4;1004.5;416.5;-1
705.6;480.2;1548.4;1009.4;416.5;-1
705.6;480.2;1553.3;1009.4;416.5;-1
705.6;475.3;1553.3;1009.4;416.5;-1
705.6;485.1;1553.3;1004.5;416.5;-1
705.6;480.2;1548.4;1009.4;416.5;-1
705.6;475.3;1548.4;1004.5;411.6;-1
700.7;475.3;1548.4;1004.5;411.6;-1
705.6;475.3;1553.3;1004.5;416.5;-1
700.7;475.3;1553.3;1004.5;406.7;-1
700.7;475.3;1543.5;1004.5;406.7;-1
700.7;475.3;1548.4;1004.5;406.7;-1
705.6;475.3;1543.5;1004.5;406.7;-1
700.7;470.4;1553.3;1004.5;406.7;-1
705.6;475.3;1543.5;1004.5;406.7;-1
700.7;470.4;1548.4;1004.5;401.8;-1
705.6;475.3;1543.5;999.6;401.8;-1
700.7;470.4;1553.3;1004.5;401.8;-1
700.7;470.4;1548.4;1004.5;396.9;-1
700.7;470.4;1553.3;1004.5;396.9;-1
700.7;475.3;1543.5;999.6;396.9;-1
695.8;470.4;1548.4;999.6;396.9;-1
700.7;470.4;1543.5;1004.5;396.9;-1
700.7;475.3;1543.5;1004.5;396.9;-1
700.7;475.3;1548.4;999.6;396.9;-1
695.8;475.3;1553.3;999.6;392;-1
700.7;470.4;1548.4;999.6;392;-1
700.7;475.3;1548.4;999.6;396.9;-1
700.7;475.3;1548.4;1004.5;392;-1
700.7;470.4;1548.4;999.6;392;-1
700.7;470.4;1553.3;1004.5;392;-1
700.7;475.3;1548.4;999.6;392;-1
700.7;470.4;1553.3;1004.5;392;-1
700.7;475.3;1548.4;1004.5;392;-1
700.7;470.4;1553.3;1004.5;387.1;-1
700.7;470.4;1548.4;1004.5;392;-1
695.8;470.4;1548.4;1004.5;387.1;-1
695.8;470.4;1558.2;1004.5;387.1;-1
700.7;475.3;1553.3;999.6;387.1;-1
700.7;470.4;1548.4;999.6;387.1;-1
700.7;470.4;1553.3;999.6;392;-1
700.7;475.3;1553.3;1004.5;387.1;-1
695.8;470.4;1558.2;999.6;387.1;-1
700.7;470.4;1553.3;1009.4;387.1;-1
695.8;470.4;1553.3;1004.5;392;-1
700.7;470.4;1548.4;1004.5;387.1;-1
695.8;475.3;1548.4;999.6;387.1;-1
695.8;470.4;1548.4;999.6;387.1;-1
695.8;470.4;1553.3;1004.5;387.1;-1
695.8;470.4;1553.3;1004.5;387.1;-1
695.8;470.4;1553.3;999.6;387.1;-1
695.8;470.4;1558.2;999.6;387.1;-1
695.8;470.4;1548.4;1004.5;387.1;-1
695.8;470.4;1558.2;999.6;382.2;-1
695.8;470.4;1553.3;1004.5;382.2;-1
700.7;470.4;1553.3;999.6;382.2;-1
695.8;470.4;1558.2;1004.5;382.2;-1
700.7;470.4;1553.3;1004.5;382.2;-1
700.7;470.4;1558.2;1004.5;382.2;-1
700.7;470.4;1548.4;1004.5;382.2;-1
695.8;470.4;1558.2;999.6;382.2;-1
695.8;475.3;1553.3;1004.5;382.2;-1
700.7;470.4;1548.4;1009.4;382.2;-1
700.7;470.4;1553.3;1014.3;382.2;-1
695.8;470.4;1553.3;1009.4;382.2;-1
695.8;470.4;1553.3;1004.5;382.2;-1
700.7;470.4;1548.4;999.6;377.3;-1
700.7;470.4;1548.4;1004.5;382.2;-1
695.8;470.4;1558.2;999.6;377.3;-1
695.8;470.4;1558.2;1004.5;382.2;-1
700.7;470.4;1548.4;1004.5;382.2;-1
700.7;470.4;1558.2;1004.5;382.2;-1
695.8;475.3;1558.2;1009.4;382.2;-1
695.8;470.4;1548.4;999.6;377.3;-1
700.7;470.4;1553.3;999.6;382.2;-1
700.7;470.4;1558.2;1004.5;377.3;-1
695.8;470.4;1553.3;1004.5;377.3;-1
700.7;470.4;1553.3;1004.5;377.3;-1
695.8;475.3;1558.2;1019.2;377.3;-1
695.8;470.4;1563.1;1004.5;377.3;-1
695.8;470.4;1553.3;1009.4;377.3;-1
700.7;470.4;1558.2;1004.5;377.3;-1
695.8;470.4;1553.3;1014.3;382.2;-1
695.8;470.4;1558.2;1009.4;377.3;-1
695.8;475.3;1553.3;1004.5;377.3;-1
695.8;475.3;1558.2;1009.4;377.3;-1
700.7;475.3;1553.3;1009.4;372.4;-1
695.8;475.3;1553.3;1004.5;377.3;-1
700.7;475.3;1553.3;1004.5;377.3;-1
700.7;475.3;1558.2;1009.4;377.3;-1
695.8;470.4;1553.3;1004.5;377.3;-1
695.8;470.4;1548.4;1004.5;387.1;-1
695.8;475.3;1558.2;1004.5;377.3;-1
695.8;470.4;1548.4;1004.5;377.3;-1
700.7;470.4;1563.1;1004.5;377.3;-1
695.8;470.4;1563.1;1009.4;377.3;-1
700.7;475.3;1553.3;1004.5;377.3;-1
695.8;470.4;1553.3;1004.5;377.3;-1
695.8;475.3;1553.3;1004.5;377.3;-1
695.8;470.4;1553.3;1004.5;377.3;-1
695.8;470.4;1558.2;1004.5;377.3;-1
695.8;470.4;1558.2;1004.5;377.3;-1
695.8;475.3;1572.9;1004.5;377.3;-1
705.6;475.3;1553.3;1009.4;377.3;-1
695.8;470.4;1558.2;1009.4;377.3;-1
695.8;470.4;1563.1;1009.4;377.3;-1
695.8;475.3;1558.2;1004.5;377.3;-1
695.8;470.4;1553.3;1004.5;377.3;-1
695.8;475.3;1558.2;1009.4;377.3;-1
695.8;470.4;1553.3;1009.4;372.4;-1
695.8;470.4;1553.3;1004.5;377.3;-1
695.8;470.4;1553.3;1004.5;377.3;-1
695.8;470.4;1558.2;999.6;377.3;-1
695.8;470.4;1553.3;1014.3;377.3;-1
695.8;470.4;1558.2;1004.5;377.3;-1
695.8;470.4;1553.3;1004.5;372.4;-1
695.8;470.4;1553.3;1004.5;377.3;-1
695.8;470.4;1558.2;1004.5;377.3;-1
695.8;470.4;1553.3;1004.5;372.4;-1
695.8;470.4;1558.2;1004.5;372.4;-1
700.7;470.4;1548.4;1004.5;377.3;-1
710.5;470.4;1558.2;1004.5;372.4;-1
695.8;470.4;1553.3;999.6;372.4;-1
700.7;470.4;1548.4;999.6;377.3;-1
695.8;470.4;1548.4;1004.5;377.3;-1
695.8;470.4;1558.2;1004.5;377.3;-1
700.7;470.4;1563.1;1004.5;377.3;-1
695.8;475.3;1558.2;1004.5;372.4;-1
695.8;470.4;1568;1004.5;372.4;-1
695.8;470.4;1558.2;999.6;372.4;-1
695.8;470.4;1558.2;1004.5;372.4;-1
695.8;470.4;1563.1;1004.5;372.4;-1
700.7;475.3;1563.1;1004.5;372.4;-1
695.8;475.3;1563.1;1009.4;377.3;-1
700.7;470.4;1558.2;1009.4;377.3;-1
695.8;475.3;1563.1;1009.4;377.3;-1
700.7;475.3;1563.1;1009.4;372.4;-1
700.7;480.2;1563.1;1004.5;372.4;-1
700.7;470.4;1563.1;1004.5;377.3;-1
700.7;475.3;1568;1004.5;372.4;-1
695.8;475.3;1563.1;1014.3;377.3;-1
695.8;475.3;1563.1;1009.4;377.3;-1
695.8;475.3;1568;1014.3;377.3;-1
705.6;475.3;1577.8;1014.3;372.4;-1
700.7;475.3;1572.9;1014.3;372.4;-1
705.6;485.1;1563.1;1014.3;377.3;-1
705.6;480.2;1577.8;1009.4;377.3;-1
710.5;480.2;1577.8;1014.3;377.3;-1
720.3;485.1;1582.7;1014.3;382.2;-1
725.2;490;1592.5;1024.1;377.3;-1
730.1;494.9;1597.4;1019.2;382.2;-1
735;509.6;1612.1;1029;387.1;-1
739.9;514.5;1617;1029;382.2;-1
744.8;524.3;1631.7;1029;382.2;-1
749.7;534.1;1646.4;1038.8;382.2;-1
754.6;539;1651.3;1038.8;387.1;-1
754.6;548.8;1661.1;1043.7;387.1;-1
764.4;553.7;1670.9;1043.7;392;-1
769.3;563.5;1675.8;1048.6;392;-1
764.4;568.4;1675.8;1053.5;392;-1
769.3;573.3;1690.5;1068.2;392;-1
774.2;578.2;1690.5;1058.4;392;-1
784;588;1700.3;1068.2;392;-1
774.2;592.9;1710.1;1078;396.9;-1
779.1;588;1719.9;1073.1;396.9;-1
779.1;597.8;1724.8;1082.9;396.9;-1
784;607.6;1734.6;1082.9;401.8;-1
788.9;602.7;1729.7;1082.9;406.7;-1
788.9;607.6;1739.5;1097.6;401.8;-1
793.8;612.5;1744.4;1092.7;406.7;-1
793.8;617.4;1744.4;1092.7;406.7;-1
793.8;617.4;1749.3;1097.6;406.7;-1
793.8;617.4;1749.3;1102.5;406.7;-1
798.7;622.3;1754.2;1117.2;411.6;-1
798.7;622.3;1759.1;1122.1;411.6;-1
803.6;622.3;1778.7;1107.4;416.5;-1
803.6;627.2;1768.9;1112.3;416.5;-1
803.6;632.1;1759.1;1117.2;416.5;-1
808.5;627.2;1773.8;1117.2;421.4;-1
803.6;632.1;1768.9;1122.1;416.5;-1
808.5;632.1;1768.9;1122.1;421.4;-1
808.5;637;1773.8;1127;421.4;-1
808.5;646.8;1778.7;1127;421.4;-1
813.4;637;1773.8;1131.9;421.4;-1
808.5;641.9;1778.7;1131.9;421.4;-1
813.4;641.9;1778.7;1136.8;421.4;-1
813.4;641.9;1783.6;1131.9;426.3;-1
813.4;641.9;1778.7;1136.8;426.3;-1
813.4;646.8;1793.4;1141.7;431.2;-1
818.3;646.8;1798.3;1146.6;431.2;-1
813.4;646.8;1783.6;1141.7;431.2;-1
818.3;641.9;1788.5;1146.6;431.2;-1
818.3;651.7;1793.4;1141.7;436.1;-1
818.3;656.6;1793.4;1141.7;436.1;-1
818.3;651.7;1783.6;1146.6;436.1;-1
818.3;651.7;1793.4;1146.6;436.1;-1
813.4;651.7;1788.5;1146.6;436.1;-1
818.3;651.7;1783.6;1151.5;441;-1
823.2;656.6;1808.1;1146.6;441;-1
823.2;651.7;1793.4;1156.4;441;-1
823.2;656.6;1798.3;1146.6;441;-1
823.2;656.6;1798.3;1156.4;445.9;-1
823.2;656.6;1798.3;1151.5;441;-1
823.2;651.7;1788.5;1156.4;445.9;-1
823.2;656.6;1793.4;1151.5;445.9;-1
818.3;656.6;1788.5;1151.5;445.9;-1
823.2;656.6;1793.4;1156.4;445.9;-1
828.1;656.6;1793.4;1161.3;450.8;-1
823.2;661.5;1793.4;1166.2;450.8;-1
823.2;661.5;1808.1;1156.4;450.8;-1
823.2;661.5;1803.2;1156.4;455.7;-1
823.2;666.4;1793.4;1156.4;455.7;-1
828.1;666.4;1798.3;1156.4;450.8;-1
828.1;666.4;1798.3;1161.3;455.7;-1
833;661.5;1798.3;1171.1;455.7;-1
828.1;671.3;1813;1166.2;455.7;-1
828.1;661.5;1803.2;1161.3;460.6;-1
828.1;666.4;1803.2;1166.2;460.6;-1
833;671.3;1798.3;1166.2;460.6;-1
828.1;671.3;1803.2;1166.2;465.5;-1
833;671.3;1813;1161.3;460.6;-1
833;671.3;1813;1176;460.6;-1
833;676.2;1808.1;1166.2;460.6;-1
828.1;671.3;1803.2;1166.2;460.6;-1
833;671.3;1793.4;1171.1;460.6;-1
837.9;671.3;1798.3;1171.1;460.6;-1
837.9;671.3;1803.2;1166.2;465.5;-1
837.9;676.2;1803.2;1171.1;465.5;-1
833;681.1;1798.3;1176;460.6;-1
833;676.2;1808.1;1176;465.5;-1
837.9;676.2;1803.2;1171.1;465.5;-1
837.9;671.3;1798.3;1171.1;460.6;-1
837.9;676.2;1808.1;1166.2;465.5;-1
833;676.2;1803.2;1166.2;470.4;-1
833;676.2;1793.4;1171.1;470.4;-1
833;676.2;1803.2;1171.1;475.3;-1
837.9;681.1;1798.3;1166.2;470.4;-1
837.9;676.2;1793.4;1166.2;470.4;-1
837.9;681.1;1793.4;1171.1;470.4;-1
837.9;676.2;1813;1171.1;475.3;-1
833;676.2;1803.2;1171.1;470.4;-1
837.9;676.2;1803.2;1166.2;475.3;-1
837.9;681.1;1798.3;1176;470.4;-1
837.9;676.2;1803.2;1166.2;470.4;-1
837.9;676.2;1798.3;1176;475.3;-1
837.9;676.2;1798.3;1171.1;475.3;-1
837.9;681.1;1798.3;1176;475.3;-1
847.7;681.1;1803.2;1171.1;475.3;-1
837.9;681.1;1798.3;1166.2;480.2;-1
833;681.1;1803.2;1171.1;480.2;-1
837.9;681.1;1798.3;1166.2;475.3;-1
837.9;676.2;1803.2;1171.1;480.2;-1
837.9;681.1;1793.4;1171.1;475.3;-1
837.9;686;1793.4;1171.1;480.2;-1
837.9;686;1793.4;1171.1;480.2;-1
837.9;681.1;1793.4;1171.1;480.2;-1
837.9;686;1813;1171.1;480.2;-1
837.9;681.1;1798.3;1171.1;480.2;-1
837.9;681.1;1793.4;1176;485.1;-1
837.9;686;1798.3;1166.2;480.2;-1
837.9;686;1798.3;1171.1;485.1;-1
833;690.9;1798.3;1171.1;485.1;-1
837.9;681.1;1808.1;1171.1;485.1;-1
833;686;1793.4;1171.1;485.1;-1
823.2;671.3;1783.6;1161.3;485.1;-1
808.5;646.8;1764;1156.4;485.1;-1
798.7;632.1;1744.4;1151.5;485.1;-1
788.9;607.6;1729.7;1146.6;480.2;-1
784;592.9;1710.1;1146.6;480.2;-1
769.3;573.3;1690.5;1127;480.2;-1
764.4;563.5;1675.8;1117.2;480.2;-1
759.5;558.6;1670.9;1112.3;475.3;-1
754.6;543.9;1651.3;1102.5;475.3;-1
749.7;539;1646.4;1097.6;470.4;-1
744.8;534.1;1631.7;1092.7;470.4;-1
744.8;524.3;1626.8;1087.8;470.4;-1
739.9;524.3;1617;1078;465.5;-1
735;519.4;1621.9;1073.1;465.5;-1
730.1;514.5;1602.3;1063.3;465.5;-1
730.1;509.6;1592.5;1058.4;460.6;-1
735;504.7;1587.6;1058.4;460.6;-1
725.2;504.7;1587.6;1053.5;455.7;-1
725.2;504.7;1592.5;1043.7;455.7;-1
725.2;494.9;1577.8;1043.7;450.8;-1
720.3;494.9;1572.9;1038.8;450.8;-1
715.4;494.9;1568;1033.9;450.8;-1
715.4;494.9;1563.1;1033.9;445.9;-1
720.3;490;1563.1;1029;445.9;-1
715.4;490;1558.2;1029;441;-1
705.6;485.1;1558.2;1024.1;441;-1
715.4;485.1;1563.1;1029;441;-1
715.4;485.1;1553.3;1024.1;436.1;-1
715.4;485.1;1563.1;1019.2;436.1;-1
715.4;480.2;1558.2;1019.2;436.1;-1
710.5;480.2;1548.4;1014.3;431.2;-1
710.5;480.2;1548.4;1019.2;436.1;-1
705.6;480.2;1543.5;1019.2;426.3;-1
705.6;480.2;1548.4;1009.4;426.3;-1
710.5;480.2;1543.5;1009.4;421.4;-1
705.6;480.2;1548.4;1009.4;426.3;-1
705.6;480.2;1553.3;1014.3;421.4;-1
705.6;475.3;1548.4;1004.5;421.4;-1
715.4;475.3;1548.4;1009.4;416.5;-1
705.6;475.3;1548.4;1009.4;421.4;-1
700.7;475.3;1553.3;1004.5;421.4;-1
700.7;475.3;1548.4;1004.5;421.4;-1
700.7;470.4;1543.5;1009.4;416.5;-1
705.6;470.4;1548.4;1004.5;416.5;-1
705.6;470.4;1558.2;1004.5;416.5;-1
700.7;470.4;1543.5;1004.5;416.5;-1
700.7;470.4;1543.5;1004.5;411.6;-1
705.6;470.4;1543.5;1004.5;411.6;-1
700.7;470.4;1538.6;1009.4;406.7;-1
700.7;470.4;1543.5;999.6;406.7;-1
705.6;465.5;1543.5;1009.4;406.7;-1
700.7;470.4;1538.6;1004.5;406.7;-1
700.7;470.4;1543.5;999.6;406.7;-1
700.7;465.5;1543.5;999.6;406.7;-1
695.8;465.5;1543.5;999.6;406.7;-1
700.7;465.5;1543.5;999.6;401.8;-1
700.7;465.5;1543.5;999.6;406.7;-1
700.7;470.4;1543.5;1009.4;406.7;-1
700.7;465.5;1543.5;1004.5;401.8;-1
700.7;465.5;1548.4;1004.5;396.9;-1
700.7;465.5;1548.4;1004.5;406.7;-1
695.8;470.4;1548.4;1004.5;396.9;-1
695.8;465.5;1548.4;1004.5;396.9;-1
700.7;465.5;1543.5;999.6;396.9;-1
700.7;465.5;1543.5;994.7;396.9;-1
700.7;465.5;1558.2;999.6;396.9;-1
695.8;465.5;1548.4;1004.5;396.9;-1
695.8;465.5;1548.4;999.6;396.9;-1
695.8;465.5;1553.3;999.6;392;-1
695.8;465.5;1543.5;1009.4;392;-1
695.8;465.5;1538.6;999.6;392;-1
700.7;465.5;1548.4;1004.5;392;-1
695.8;465.5;1548.4;999.6;396.9;-1
700.7;465.5;1548.4;999.6;392;-1
700.7;465.5;1558.2;994.7;392;-1
700.7;465.5;1563.1;999.6;392;-1
700.7;465.5;1558.2;1004.5;392;-1
695.8;465.5;1553.3;999.6;392;-1
700.7;465.5;1553.3;1004.5;392;-1
695.8;465.5;1563.1;1004.5;387.1;-1
695.8;465.5;1553.3;999.6;387.1;-1
700.7;465.5;1553.3;1004.5;392;-1
700.7;465.5;1553.3;999.6;392;-1
695.8;465.5;1558.2;999.6;387.1;-1
695.8;465.5;1558.2;999.6;387.1;-1
700.7;465.5;1558.2;1004.5;387.1;-1
